Entity_Name,Borough,borough_geom,borough_code,State,Latitude,Longitude,AED_NumAeds,Location Type,is_mislabeled
KIPP Academy Charter Middle School,Bronx,BRONX,2.0,New York,40.82302643,-73.92123688,1.0,School,False
Kosnac Floating Derrick Corp. dba K Tugs NY,Staten Island,STATEN ISLAND,5.0,New York,40.64128555,-74.11628847,2.0,Businesses & Commercial Spaces,False
Bronx High School For The Visual Arts,Bronx,BRONX,2.0,New York,40.85163986,-73.86474101,1.0,School,False
Morgan Stanley - ISG - New York Metro - 1221 A of A - Floor: 35,Manhattan,MANHATTAN,1.0,New York,40.75909387,-73.98213574,1.0,Businesses & Commercial Spaces,False
Morgan Stanley - 750 7th Avenue - Floor: 29,Manhattan,MANHATTAN,1.0,New York,40.76074642,-73.98352505,1.0,Businesses & Commercial Spaces,False
Brooklyn Prospect International Elementary Charter School,Brooklyn,BROOKLYN,3.0,New York,40.68221218,-73.93968009,1.0,School,False
Yankee Stadium,Bronx,BRONX,2.0,New York,40.82900645,-73.92846035,1.0,Stadiums & Arenas,False
PSS Harlem Senior Centers,Manhattan,MANHATTAN,1.0,New York,40.81029666,-73.94550245,1.0,Senior Centers,False
"Walt Disney/ABC, Inc.",Manhattan,MANHATTAN,1.0,New York,40.75757485,-73.97580493,1.0,Businesses & Commercial Spaces,False
P.S. 159 Isaac Pitkin,Brooklyn,BROOKLYN,3.0,New York,40.67575839,-73.86946854,1.0,Public Schools,False
Baruch College Campus High School,Manhattan,MANHATTAN,1.0,New York,40.74192324,-73.98652137,4.0,School,False
Hudson River Park Trust,Manhattan,MANHATTAN,1.0,New York,40.72916313,-74.0106762,1.0,Parks & Recreation,False
Harlem Village Academy (132 West),Manhattan,MANHATTAN,1.0,New York,40.80754166,-73.94706523,1.0,School,False
"Beresford Apartments, Inc",Manhattan,MANHATTAN,1.0,New York,40.78221905,-73.97158921,1.0,Businesses & Commercial Spaces,False
P.S. 132 Juan Pablo Duarte,Manhattan,MANHATTAN,1.0,New York,40.8506193,-73.9343759,1.0,Public Schools,False
ALC - Linden Academy,Queens,QUEENS,4.0,New York,40.77017775,-73.83292364,1.0,School,False
Franklin Delano Roosevelt High School,Brooklyn,BROOKLYN,3.0,New York,40.62043886,-73.98179477,1.0,School,False
P.S. 050 Frank Hankinson,Staten Island,STATEN ISLAND,5.0,New York,40.56168339,-74.12462135,1.0,Public Schools,False
ASME,Manhattan,MANHATTAN,1.0,New York,40.74606997,-73.98209233,1.0,Businesses & Commercial Spaces,False
JPMorgan Chase - 390 Madison,Manhattan,MANHATTAN,1.0,New York,40.75573065,-73.97715194,4.0,Businesses & Commercial Spaces,False
J.H.S. 202 Robert H. Goddard,Queens,QUEENS,4.0,New York,40.67123215,-73.84514073,1.0,Public Schools,False
Fannie Lou Hamer Freedom High School,Bronx,BRONX,2.0,New York,40.83086355,-73.88625894,5.0,Public Schools,False
FedEx Express,Bronx,BRONX,2.0,New York,40.80128464,-73.91642989,12.0,Businesses & Commercial Spaces,False
The Richmond Pre-K Center at 2530 Victory Boulevard,Staten Island,STATEN ISLAND,5.0,New York,40.60994752,-74.14791677,1.0,Public Schools,False
Douglas Leon Senior Centers,Bronx,BRONX,2.0,New York,40.81598717,-73.90784187,1.0,Senior Centers,False
Shearman & Sterling,Manhattan,MANHATTAN,1.0,New York,40.75826818,-73.97105441,2.0,Businesses & Commercial Spaces,False
P.S./I.S. 208 Queens,Queens,QUEENS,4.0,New York,40.7459398,-73.72745485,1.0,Public Schools,False
P.S. 022 Thomas Jefferson,Queens,QUEENS,4.0,New York,40.76124106,-73.81180718,1.0,Public Schools,False
E*Trade Financial,Manhattan,MANHATTAN,1.0,New York,40.75689078,-73.9900232,1.0,Businesses & Commercial Spaces,False
"Estee Lauder Companies, Inc.",Manhattan,MANHATTAN,1.0,New York,40.7245222,-73.9975467,1.0,Businesses & Commercial Spaces,False
It Takes a Village Academy,Brooklyn,BROOKLYN,3.0,New York,40.64864945,-73.92217147,1.0,School,False
Morgan Stanley - 1 NY Plaza,Manhattan,MANHATTAN,1.0,New York,40.70253319,-74.01256178,1.0,Businesses & Commercial Spaces,False
P.S. 214 Michael Friedsam,Brooklyn,BROOKLYN,3.0,New York,40.67650584,-73.86315078,1.0,Public Schools,False
P188X Main Site,Bronx,BRONX,2.0,New York,40.85055453,-73.88374187,1.0,Public Schools,False
The Frick Collection,Manhattan,MANHATTAN,1.0,New York,40.77148855,-73.96688952,1.0,Museums,False
Brookfield Properties - Grace Building,Manhattan,MANHATTAN,1.0,New York,40.75534476,-73.98373213,8.0,Businesses & Commercial Spaces,False
Mosaic Pre-K Center at 68-20 Myrtle Avenue (Q392),Queens,QUEENS,4.0,New York,40.70167636,-73.88389069,1.0,Public Schools,False
PSS Ennis Francis Senior Centers,Manhattan,MANHATTAN,1.0,New York,40.80795428,-73.94907697,1.0,Senior Centers,False
P.S. 041 Greenwich Village,Manhattan,MANHATTAN,1.0,New York,40.73567969,-73.99900047,1.0,Public Schools,False
Rockefeller University,Manhattan,MANHATTAN,1.0,New York,40.76312728,-73.95645028,1.0,Colleges & Universities,False
"Outten & Golden,",Manhattan,MANHATTAN,1.0,New York,40.75161005,-73.9738184,1.0,Businesses & Commercial Spaces,False
Department of Citywide Administrative Services,Manhattan,MANHATTAN,1.0,New York,40.71543977,-74.00189022,1.0,Government Buildings & Services,False
The Museum of Modern Art,Manhattan,MANHATTAN,1.0,New York,40.76099511,-73.97720066,1.0,Museums,False
"HS Construction Trades, Engineering & Architecture",Queens,QUEENS,4.0,New York,40.68958318,-73.84071678,9.0,Public Schools,False
Jackie Robinson Senior Centers,Manhattan,MANHATTAN,1.0,New York,40.81198691,-73.95726352,1.0,Senior Centers,False
I.S. 73 - The Frank Sansivieri Intermediate School,Queens,QUEENS,4.0,New York,40.72920762,-73.89362396,1.0,School,False
Maxwell-Kates [20PlazaStEast],Brooklyn,BROOKLYN,3.0,New York,40.67551872,-73.97030094,1.0,Businesses & Commercial Spaces,False
Paula Hedbavny School,Manhattan,MANHATTAN,1.0,New York,40.87123934,-73.91214009,1.0,School,False
P.S. 008 Isaac Varian,Bronx,BRONX,2.0,New York,40.87260553,-73.88357299,1.0,Public Schools,False
Riverdale Avenue Community School,Brooklyn,BROOKLYN,3.0,New York,40.66019634,-73.91393294,1.0,School,False
P.S. 095 Eastwood,Queens,QUEENS,4.0,New York,40.71061582,-73.78342254,1.0,Public Schools,False
American Museum of Natural History,Manhattan,MANHATTAN,1.0,New York,40.78130521,-73.972254,1.0,Museums,False
Pomonok Senior Centers,Queens,QUEENS,4.0,New York,40.73502504,-73.81472491,1.0,Senior Centers,False
"NYC DOE Division of Instructional, Info & Tech [2 Metro Tech]",Brooklyn,BROOKLYN,3.0,New York,40.69371953,-73.98569453,1.0,Government Buildings & Services,False
Beginning with Children Charter School II High School (aka Community High School),Brooklyn,BROOKLYN,3.0,New York,40.69689813,-73.98706784,1.0,School,False
P.S. 163 Arthur A. Schomburg,Bronx,BRONX,2.0,New York,40.85173502,-73.89849147,1.0,Public Schools,False
P721K - Roy Campanella OTC (K722),Brooklyn,BROOKLYN,3.0,New York,40.58931016,-73.98131002,1.0,Public Schools,False
Inwood Academy for Leadership Middle School,Manhattan,MANHATTAN,1.0,New York,40.86205512,-73.91912615,1.0,School,False
P.S. 142 Amalia Castro,Manhattan,MANHATTAN,1.0,New York,40.71837564,-73.98445186,1.0,Public Schools,False
P.S. 195 Manhattan Beach,Brooklyn,BROOKLYN,3.0,New York,40.57944411,-73.94381958,1.0,Public Schools,False
Drew Hamilton Senior Centers,Manhattan,MANHATTAN,1.0,New York,40.82079314,-73.94112928,1.0,Senior Centers,False
Brooklyn Studio Secondary School,Brooklyn,BROOKLYN,3.0,New York,40.60487175,-73.99440358,1.0,School,False
VIP Community Services - Casa Esperanza,Bronx,BRONX,2.0,New York,40.84211219,-73.89268736,1.0,Health & Social Services,False
Newtown High School,Queens,QUEENS,4.0,New York,40.74111454,-73.87472057,1.0,School,False
Preston High School,Bronx,BRONX,2.0,New York,40.81424893,-73.81933727,1.0,School,False
P.S. 005 Ellen Lurie,Manhattan,MANHATTAN,1.0,New York,40.85898361,-73.92289324,1.0,Public Schools,False
Susan Wagner HS Annex,Staten Island,STATEN ISLAND,5.0,New York,40.59688858,-74.12416878,1.0,Public Schools,False
Edward A. Reynolds West Side High School,Manhattan,MANHATTAN,1.0,New York,40.79273391,-73.94742736,1.0,Public Schools,False
P.S. 083 Luis Munoz Rivera,Manhattan,MANHATTAN,1.0,New York,40.7931872,-73.94254783,1.0,Public Schools,False
P.S. 012 James B. Colgate,Queens,QUEENS,4.0,New York,40.74262602,-73.89280491,1.0,Public Schools,False
Abramson Brothers Inc. Realty Investments,Manhattan,MANHATTAN,1.0,New York,40.75269531,-73.97906954,1.0,Businesses & Commercial Spaces,False
MARKS PANETH-NYC,Manhattan,MANHATTAN,1.0,New York,40.75161005,-73.9738184,1.0,Businesses & Commercial Spaces,False
Bloomingdale's #053: SoHo,Manhattan,MANHATTAN,1.0,New York,40.72230994,-73.99939752,1.0,Businesses & Commercial Spaces,False
Community School District 32 - under construction,Brooklyn,BROOKLYN,3.0,New York,40.69504832,-73.92813944,1.0,School,False
RXR PO Owner LLC - 450 Lexington Avenue,Manhattan,MANHATTAN,1.0,New York,40.7530952,-73.9748537,1.0,Businesses & Commercial Spaces,False
"Ballet Tech, NYC Public School for Dance",Manhattan,MANHATTAN,1.0,New York,40.73859694,-73.98991048,1.0,School,False
Waterline Sq. 1,Manhattan,MANHATTAN,1.0,New York,40.77303566,-73.99298494,1.0,Businesses & Commercial Spaces,False
Lillian Wald Houses Senior Centers,Manhattan,MANHATTAN,1.0,New York,40.72045518,-73.97836901,1.0,Senior Centers,False
Siemens,Manhattan,MANHATTAN,1.0,New York,40.75109132,-73.9929259,2.0,Businesses & Commercial Spaces,False
New World Preparatory Charter School (West Campus),Staten Island,STATEN ISLAND,5.0,New York,40.63008687,-74.14726987,1.0,School,False
L'Oreal USA,Manhattan,MANHATTAN,1.0,New York,40.74505207,-73.98494003,1.0,Businesses & Commercial Spaces,False
I.S. R002 George L. Egbert,Staten Island,STATEN ISLAND,5.0,New York,40.57671819,-74.10072537,1.0,Public Schools,False
Hearst Corporation,Manhattan,MANHATTAN,1.0,New York,40.76643902,-73.98332508,1.0,Businesses & Commercial Spaces,False
M.S. 890 Brooklyn,Brooklyn,BROOKLYN,3.0,New York,40.64446173,-73.9710319,1.0,Public Schools,False
Queens Gateway to Health Sciences Secondary School,Queens,QUEENS,4.0,New York,40.71882279,-73.80649814,1.0,School,False
I.S. 98 Bay Academy,Brooklyn,BROOKLYN,3.0,New York,40.58311845,-73.95403723,1.0,School,False
Millennium High School,Manhattan,MANHATTAN,1.0,New York,40.70453424,-74.01155228,1.0,School,False
P.S. 66 Brooklyn,Brooklyn,BROOKLYN,3.0,New York,40.64882267,-73.90777455,1.0,Public Schools,False
JASA Manhattan Beach Senior Centers,Bronx,BROOKLYN,3.0,New York,40.58017858,-73.95352806,1.0,Senior Centers,True
High School Of Computers And Technology,Bronx,BRONX,2.0,New York,40.87594666,-73.8619685,1.0,School,False
Brooklyn Prospect Charter - Windsor Terrace Middle School,Brooklyn,BROOKLYN,3.0,New York,40.69732883,-73.98515641,1.0,School,False
Philips,Manhattan,MANHATTAN,1.0,New York,40.76259829,-73.97845996,2.0,Businesses & Commercial Spaces,False
"Breezy Point Cooperative, Inc.",Queens,QUEENS,4.0,New York,40.56084309,-73.91365115,1.0,Businesses & Commercial Spaces,False
P.S. 246 Poe Center,Bronx,BRONX,2.0,New York,40.86558707,-73.89475715,1.0,Public Schools,False
Tottenville High School,Staten Island,STATEN ISLAND,5.0,New York,40.52808436,-74.19203027,1.0,Public Schools,False
James Madison High School,Brooklyn,BROOKLYN,3.0,New York,40.60990523,-73.94851191,1.0,School,False
Bronx Studio School for Writers and Artists,Bronx,BRONX,2.0,New York,40.82057187,-73.89312689,1.0,Public Schools,False
P.S. 97 The Highlawn,Brooklyn,BROOKLYN,3.0,New York,40.60142634,-73.98613931,1.0,Public Schools,False
OGDEN CAP PROPERTIES,Manhattan,MANHATTAN,1.0,New York,40.78414627,-73.94894358,3.0,Businesses & Commercial Spaces,False
District 2 Pre-K Center at 252 East 57 Street (M474),Manhattan,MANHATTAN,1.0,New York,40.75972435,-73.96631784,1.0,Public Schools,False
Harper Collins Publishers,Manhattan,MANHATTAN,1.0,New York,40.71052901297,-74.00937828022,1.0,Businesses & Commercial Spaces,False
P.S. 155 William Paca,Manhattan,MANHATTAN,1.0,New York,40.79729558,-73.93636456,1.0,Public Schools,False
Providing Urban Learners Success In Education High School,Bronx,BRONX,2.0,New York,40.84859341,-73.89365279,1.0,School,False
P.S. 047 John Randolph,Bronx,BRONX,2.0,New York,40.83289576,-73.8668463,1.0,Public Schools,False
Channel View School For Research,Queens,QUEENS,4.0,New York,40.58605892,-73.82262478,1.0,Public Schools,False
J.H.S. 131 Albert Einstein,Bronx,BRONX,2.0,New York,40.8234535,-73.85964613,1.0,Public Schools,False
Holy Cross High School,Queens,QUEENS,4.0,New York,40.77115685,-73.79516789,1.0,School,False
Department of Citywide Administrative Services,Bronx,BRONX,2.0,New York,40.84567816,-73.89329241,1.0,Government Buildings & Services,False
University Neighborhood High School,Manhattan,MANHATTAN,1.0,New York,40.71239205,-73.98449655,1.0,School,False
Spektrix,Manhattan,MANHATTAN,1.0,New York,40.7519393,-73.99079633,1.0,Businesses & Commercial Spaces,False
Allen & Company,Manhattan,MANHATTAN,1.0,New York,40.76193878,-73.97469873,1.0,Businesses & Commercial Spaces,False
P.S. 030 Wilton,Bronx,BRONX,2.0,New York,40.80936327,-73.91758291,1.0,Public Schools,False
P.S./I.S. 104 The Fort Hamilton School,Brooklyn,BROOKLYN,3.0,New York,40.61840828,-74.02884148,1.0,Public Schools,False
P.S. 214 Cadwallader Colden,Queens,QUEENS,4.0,New York,40.77038,-73.82861605,1.0,Public Schools,False
The Highbridge Green School,Bronx,BRONX,2.0,New York,40.83821744,-73.92789024,1.0,School,False
Department of Citywide Administrative Services,Manhattan,MANHATTAN,1.0,New York,40.71375986,-74.00542885,1.0,Government Buildings & Services,False
Equinox,Manhattan,MANHATTAN,1.0,New York,40.76156716,-73.98396163,1.0,Health Clubs & Gyms,False
The School of Science and Applied Learning,Bronx,BRONX,2.0,New York,40.84622973,-73.88740363,1.0,School,False
Helen Hayes Theatre,Manhattan,MANHATTAN,1.0,New York,40.75796099,-73.98753241,1.0,Performance Venues,False
Charles H. Greenthal Corp.,Manhattan,MANHATTAN,1.0,New York,40.75596432,-73.97905768,1.0,Businesses & Commercial Spaces,False
"D.E. Shaw & Co., L.P.",Manhattan,MANHATTAN,1.0,New York,40.75699693,-73.98252614,1.0,Businesses & Commercial Spaces,False
HCZ Promise Academy I - High School,Manhattan,MANHATTAN,1.0,New York,40.8118675,-73.94731465,1.0,School,False
Department of Citywide Administrative Services,Bronx,BRONX,2.0,New York,40.82622905,-73.92052848,1.0,Government Buildings & Services,False
Beacon High School,Manhattan,MANHATTAN,1.0,New York,40.76151606,-73.99596785,1.0,School,False
In-Tech Academy (M.S. / High School 368),Bronx,BRONX,2.0,New York,40.87936199,-73.90989449,1.0,Public Schools,False
P.S. 377 Alejandrina B. De Gautier,Brooklyn,BROOKLYN,3.0,New York,40.69401024,-73.91526306,1.0,Public Schools,False
BFFY The Bay Senior Centers,Brooklyn,BROOKLYN,3.0,New York,40.59495889,-73.94082504,1.0,Senior Centers,False
Eisner Amper LLP,Manhattan,MANHATTAN,1.0,New York,40.75371493,-73.97230885,1.0,Businesses & Commercial Spaces,False
Challenge Preparatory Charter Elementary - Annex,Queens,QUEENS,4.0,New York,40.60959898,-73.75080797,1.0,School,False
P.S. 69 Vincent D. Grippo School,Brooklyn,BROOKLYN,3.0,New York,40.63237151,-74.00922314,1.0,Public Schools,False
Murry Bergtraum High School For Business Careers,Manhattan,MANHATTAN,1.0,New York,40.71143517,-74.00085127,1.0,School,False
15 W. 81st St. Tenants Corp.,Manhattan,MANHATTAN,1.0,New York,40.78232905,-73.97242329,1.0,Businesses & Commercial Spaces,False
P.S. 197 - The Kings Highway Academy,Brooklyn,BROOKLYN,3.0,New York,40.61261581,-73.95190623,1.0,Public Schools,False
Robert F. Kennedy Community High School,Queens,QUEENS,4.0,New York,40.72559566,-73.81069599,1.0,School,False
"WIN - Women in Need, Inc. (Junius Family)",Brooklyn,BROOKLYN,3.0,New York,40.67491445,-73.90430628,1.0,Health & Social Services,False
George Westinghouse Career and Technical Education High School,Brooklyn,BROOKLYN,3.0,New York,40.69491903,-73.98601522,1.0,Public Schools,False
Success Academy Charter School-Washington Heights,Manhattan,MANHATTAN,1.0,New York,40.85779444,-73.93509903,1.0,School,False
P.S. 139 Alexine A. Fenty,Brooklyn,BROOKLYN,3.0,New York,40.64192952,-73.96552355,1.0,Public Schools,False
gershwin theater,Manhattan,MANHATTAN,1.0,New York,40.76225886,-73.98413113,1.0,Performance Venues,False
Benjamin Banneker Academy,Brooklyn,BROOKLYN,3.0,New York,40.69532473,-73.96924268,1.0,School,False
P.S./I.S. 54 Bronx,Bronx,BRONX,2.0,New York,40.86452105,-73.88782809,1.0,Public Schools,False
Time Warner Cable,Brooklyn,BROOKLYN,3.0,New York,40.65777205,-73.9971491,1.0,Businesses & Commercial Spaces,False
P.S. 066 Jacqueline Kennedy Onassis,Queens,QUEENS,4.0,New York,40.69782822,-73.84655732,1.0,Public Schools,False
Bard High School Early College Queens,Queens,QUEENS,4.0,New York,40.74508771,-73.93663477,1.0,School,False
Morgan Stanley - 1 NY Plaza,Manhattan,MANHATTAN,1.0,New York,40.70253319,-74.01256178,1.0,Businesses & Commercial Spaces,False
Harlem Hebrew Language Academy Charter School,Manhattan,MANHATTAN,1.0,New York,40.80454413,-73.95274953,1.0,School,False
Fordham University Bronx Location,Bronx,BRONX,2.0,New York,40.86072673616,-73.88953366191,1.0,Colleges & Universities,False
Catholic Kolping Society,Bronx,BRONX,2.0,New York,40.87132905,-73.88893384,1.0,Businesses & Commercial Spaces,False
Department of Citywide Administrative Services,Manhattan,MANHATTAN,1.0,New York,40.7650751,-73.98499686,1.0,Government Buildings & Services,False
Madame Tussads,Manhattan,MANHATTAN,1.0,New York,40.75673969,-73.98865882,1.0,Museums,False
Newcomers High School,Queens,QUEENS,4.0,New York,40.75134896,-73.93744448,1.0,School,False
ICSC,Manhattan,MANHATTAN,1.0,New York,40.75963708,-73.98062674,1.0,Businesses & Commercial Spaces,False
Epstein Becker Green,Manhattan,MANHATTAN,1.0,New York,40.7575953,-73.96945204,1.0,Businesses & Commercial Spaces,False
P.S. 021 Philip H. Sheridan,Bronx,BRONX,2.0,New York,40.8875761,-73.85973085,1.0,Public Schools,False
"Hawkins, Delafield & Wood LLP",Manhattan,MANHATTAN,1.0,New York,40.71321318,-74.0117089,1.0,Businesses & Commercial Spaces,False
Marymount School,Manhattan,MANHATTAN,1.0,New York,40.78686455,-73.95120209,1.0,School,False
The Waverly Academy of Empowered Learners,Staten Island,STATEN ISLAND,5.0,New York,40.61810608,-74.08473747,1.0,School,False
District Council 37,Manhattan,MANHATTAN,1.0,New York,40.76073635,-73.99217404,1.0,Businesses & Commercial Spaces,False
Robert Couche Senior Citizen Center,Queens,QUEENS,4.0,New York,40.67250215,-73.76413758,1.0,Senior Centers,False
"Cowen Group, Inc",Manhattan,MANHATTAN,1.0,New York,40.75826818,-73.97105441,1.0,Businesses & Commercial Spaces,False
Equinox,Manhattan,MANHATTAN,1.0,New York,40.75407059,-73.97993536,2.0,Health Clubs & Gyms,False
Marks Paneth & Shron LLP,Manhattan,MANHATTAN,1.0,New York,40.74957378,-73.97532422,1.0,Businesses & Commercial Spaces,False
Lighthouse Elementary School,Queens,QUEENS,4.0,New York,40.59377404,-73.76720009,1.0,School,False
John Bowne High School,Queens,QUEENS,4.0,New York,40.7381317,-73.82494283,1.0,School,False
MacAndrews & Forbes,Manhattan,MANHATTAN,1.0,New York,40.76536305,-73.96978059,8.0,Businesses & Commercial Spaces,False
J.H.S. 054 Booker T. Washington,Manhattan,MANHATTAN,1.0,New York,40.80011233,-73.96283712,1.0,Public Schools,False
P004Q @ P179Q (Q179),Queens,QUEENS,4.0,New York,40.74184445,-73.77979489,1.0,Public Schools,False
P.S. 145 - The Bloomingdale School,Manhattan,MANHATTAN,1.0,New York,40.79936927,-73.96530805,1.0,Public Schools,False
JSPOA Rockaway Blvd Senior Centers,Queens,QUEENS,4.0,New York,40.67451434,-73.79572542,1.0,Senior Centers,False
P.S. 173 Manhattan,Manhattan,MANHATTAN,1.0,New York,40.84546252,-73.94046761,1.0,Public Schools,False
P.S. 110 The Monitor,Brooklyn,BROOKLYN,3.0,New York,40.72389014,-73.94231196,1.0,Public Schools,False
DREAM Charter Elementary and Middle School,Manhattan,MANHATTAN,1.0,New York,40.78821453,-73.94421332,1.0,School,False
P.S. 020 Anna Silver,Manhattan,MANHATTAN,1.0,New York,40.7215324,-73.98664817,1.0,Public Schools,False
"High School for Mathematics, Science and Engineering at City College",Manhattan,MANHATTAN,1.0,New York,40.82073382,-73.94909605,1.0,School,False
P.S. 026 Rufus King,Queens,QUEENS,4.0,New York,40.73691411,-73.77798897,1.0,Public Schools,False
W. H. Maxwell Career and Technical Education High School,Brooklyn,BROOKLYN,3.0,New York,40.67412808,-73.89643036,1.0,School,False
Aging in America Senior Centers,Bronx,BRONX,2.0,New York,40.85701952,-73.84312311,1.0,Senior Centers,False
Taconic Management,Manhattan,MANHATTAN,1.0,New York,40.74186904,-74.00471301,1.0,Businesses & Commercial Spaces,False
St. Regis Hotel,Manhattan,MANHATTAN,1.0,New York,40.76155177,-73.97468083,1.0,Businesses & Commercial Spaces,False
Greater NY Hospital Association,Manhattan,MANHATTAN,1.0,New York,40.77000254,-73.99065664,1.0,Businesses & Commercial Spaces,False
P.S. 78 Staten Island,Staten Island,STATEN ISLAND,5.0,New York,40.6222854,-74.07842446,1.0,Public Schools,False
Brooklyn Preschool of Science,Brooklyn,BROOKLYN,3.0,New York,40.67899779,-73.97650414,1.0,School,False
M.S. 224 Manhattan East School for Arts & Academics,Manhattan,MANHATTAN,1.0,New York,40.78566384,-73.94254713,1.0,Public Schools,False
Epstein Becker & Green,Manhattan,MANHATTAN,1.0,New York,40.7550112,-73.97556764,1.0,Businesses & Commercial Spaces,False
Department of Justice-Office of the Inspector General - Battery Park 29th Floor,Manhattan,MANHATTAN,1.0,New York,40.70303785,-74.01566717,2.0,Government Buildings & Services,False
One World Trade Plaza,Manhattan,MANHATTAN,1.0,New York,40.71327345,-74.01281992,1.0,Businesses & Commercial Spaces,False
"Vornado Office Management, LLC",Manhattan,MANHATTAN,1.0,New York,40.75942509,-73.97712179,1.0,Businesses & Commercial Spaces,False
Brooklyn United Methodist Church Home,Brooklyn,BROOKLYN,3.0,New York,40.6709579,-73.86253496,1.0,Houses of Worship,False
1025 5th Avenue Inc.,Manhattan,MANHATTAN,1.0,New York,40.77994348,-73.96155936,1.0,Businesses & Commercial Spaces,False
I.S. 096 Seth Low,Brooklyn,BROOKLYN,3.0,New York,40.6075333,-73.98466145,1.0,Public Schools,False
P.S. 014 Fairview,Queens,QUEENS,4.0,New York,40.74055224,-73.85413058,1.0,Public Schools,False
Harry S. Truman High School,Bronx,BRONX,2.0,New York,40.87408155,-73.83390182,1.0,School,False
"Fried, Frank, Harris, Shriver & Jacobson LLP",Manhattan,MANHATTAN,1.0,New York,40.70253319,-74.01256178,1.0,Businesses & Commercial Spaces,False
The Museum of Modern Art,Manhattan,MANHATTAN,1.0,New York,40.76099511,-73.97720066,1.0,Museums,False
NYCDOT Ferry Division,Staten Island,STATEN ISLAND,5.0,New York,40.64372588,-74.0727888,4.0,Ferries & Other Transportation,False
Major R. Owens Health & Wellness Community Centere,Brooklyn,BROOKLYN,3.0,New York,40.66893751,-73.95568292,3.0,Health Clubs & Gyms,False
P.S. 185 Walter Kassenbrock,Brooklyn,BROOKLYN,3.0,New York,40.62397884,-74.0337791,1.0,Public Schools,False
School of Adult and Continuing Education - Central Office (K743),Brooklyn,BROOKLYN,3.0,New York,40.68122617,-73.94973656,1.0,School,False
Storefront Academy Harlem,Manhattan,MANHATTAN,1.0,New York,40.79491783,-73.93495109,1.0,School,False
P.S./M.S. 147 Ronald McNair,Queens,QUEENS,4.0,New York,40.69730063,-73.74094738,1.0,Public Schools,False
Leadership and Public Service High School,Manhattan,MANHATTAN,1.0,New York,40.70872267,-74.0123321,1.0,School,False
P.S. 206 Jose Celso Barbosa,Manhattan,MANHATTAN,1.0,New York,40.79745983,-73.93086731,1.0,Public Schools,False
P.S. 095 The Gravesend,Brooklyn,BROOKLYN,3.0,New York,40.59569063,-73.97517966,1.0,Public Schools,False
Pio Mendez Senior Centers,Bronx,BRONX,2.0,New York,40.81673756,-73.88747901,1.0,Senior Centers,False
UM NY Global Headquarters,Manhattan,MANHATTAN,1.0,New York,40.74929316,-73.98867453,1.0,Businesses & Commercial Spaces,False
Pioneer Academy,Queens,QUEENS,4.0,New York,40.74883022,-73.86515989,1.0,School,False
P.S. 254 Dag Hammarskjold,Brooklyn,BROOKLYN,3.0,New York,40.59041591,-73.95175306,1.0,Public Schools,False
P.S. 156 Laurelton,Queens,QUEENS,4.0,New York,40.67306094,-73.74317246,1.0,Public Schools,False
P.S. 190 Sheffield,Brooklyn,BROOKLYN,3.0,New York,40.66231823,-73.89444111,1.0,Public Schools,False
Morgan Stanley - 1585 Broadway,Manhattan,MANHATTAN,1.0,New York,40.76020869,-73.98533366,1.0,Businesses & Commercial Spaces,False
Benjamin Flores Senior Centers,Manhattan,MANHATTAN,1.0,New York,40.80080255,-73.93491642,1.0,Senior Centers,False
P.S. 071 Rose E. Scala,Bronx,BRONX,2.0,New York,40.84578011,-73.82982704,1.0,Public Schools,False
Marymount School,Manhattan,MANHATTAN,1.0,New York,40.78686455,-73.95120209,1.0,School,False
The Matilda Avenue School (P.S. 483),Bronx,BRONX,2.0,New York,40.90142209,-73.85439835,1.0,Public Schools,False
I.S. 49 Berta A. Dreyfus,Staten Island,STATEN ISLAND,5.0,New York,40.62033984,-74.08164248,1.0,Public Schools,False
P.S. 023 Carter G. Woodson,Brooklyn,BROOKLYN,3.0,New York,40.6940625,-73.94755956,1.0,Public Schools,False
Bronx Engineering and Technology Academy,Bronx,MANHATTAN,1.0,New York,40.87709942,-73.91225527,1.0,Public Schools,True
P.S. 096 Richard Rodgers,Bronx,BRONX,2.0,New York,40.86080892,-73.8685255,1.0,Public Schools,False
Berwyn Editorial,Manhattan,MANHATTAN,1.0,New York,40.72754124,-74.00727364,1.0,Businesses & Commercial Spaces,False
Time Warner Cable,Queens,QUEENS,4.0,New York,40.785544,-73.8582133,1.0,Businesses & Commercial Spaces,False
Eleanor Roosevelt High School,Manhattan,MANHATTAN,1.0,New York,40.77002359,-73.95323262,1.0,School,False
Canarsie Ascend Charter Lower School,Brooklyn,BROOKLYN,3.0,New York,40.64381827,-73.90043054,1.0,School,False
Lower Manhattan Community Middle School,Manhattan,MANHATTAN,1.0,New York,40.70567313,-74.01330176,1.0,School,False
"The Marie Curie School for Medicine, Nursing, and Health Professions",Bronx,BRONX,2.0,New York,40.87591014,-73.90110859,1.0,School,False
Congregation Emanu-El,Manhattan,MANHATTAN,1.0,New York,40.76792123,-73.97003574,1.0,Houses of Worship,False
Unity Center for Urban Technologies,Manhattan,MANHATTAN,1.0,New York,40.74616865,-73.98124058,1.0,Public Schools,False
I.S. 034 Tottenville,Staten Island,STATEN ISLAND,5.0,New York,40.50827607,-74.24342599,1.0,Public Schools,False
International Community High School,Bronx,BRONX,2.0,New York,40.81003314,-73.91779159,1.0,School,False
